year,title,published_at,updated_at,category,nominee,artist,workers,img,winner,song_name
1990,33rd Annual GRAMMY Awards  (1990),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,best engineered recording nonclassical,back on the block,,"Bruce Swedien, engineer (Quincy Jones)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Bruce%2BSwedien/Bruce%2520Swedien_1_1_1581617626.jpg?itok=FVbai9Dl,true,back on the block
1990,33rd Annual GRAMMY Awards  (1990),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,best opera recording,wagner das rheingold,,"Siegfried Jerusalem, Christa Ludwig, Kurt Moll, James Morris, Jan Hendrik Rootering, Ekkehard Wlaschiha & Heinz Zednik; James Levine, conductor; Cord Garben, producer (Metropolitan Opera Orchestra)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Siegfried%2BJerusalem/Siegfried%2520Jerusalem_1_1_1597181931.jpg?itok=nFrDwVPm,true,wagner das rheingold
1990,33rd Annual GRAMMY Awards  (1990),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,best engineered recording classical,rachmaninoff vespers,,"Jack Renner, engineer (Robert Shaw conductor; Robert Shaw Festival Singers)",,true,rachmaninoff vespers
1989,32nd Annual GRAMMY Awards  (1989),2017-11-28T00:03:45-08:00,2019-09-10T01:09:02-07:00,record of the year,wind beneath my wings,bette midler,"Arif Mardin, producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Bette%2BMidler/Bette%2520Midler_1_1_1575359591.jpg?itok=7Wx-nTh_,true,wind beneath my wings
1989,32nd Annual GRAMMY Awards  (1989),2017-11-28T00:03:45-08:00,2019-09-10T01:09:02-07:00,song of the year,wind beneath my wings,,"Larry Henley & Jeff Silbar, songwriters (Bette Midler)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Jeff%2BSilbar/Jeff%2520Silbar_1_1_1581552313.jpg?itok=5aFmB7Zd,true,wind beneath my wings
1989,32nd Annual GRAMMY Awards  (1989),2017-11-28T00:03:45-08:00,2019-09-10T01:09:02-07:00,best rhythm blues song,if you dont know me by now,,"Kenny Gamble & Leon Huff, songwriters (Simply Red)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Kenny%2BGamble/Kenny%2520Gamble_1_1_1581618210.jpg?itok=bu8Qohwx,true,if you dont know me by now
1989,32nd Annual GRAMMY Awards  (1989),2017-11-28T00:03:45-08:00,2019-09-10T01:09:02-07:00,best jazz instrumental performance soloist on a jazz recording,aura,,"Miles Davis, soloist",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Miles%2BDavis/Miles%2520Davis_1_1_1581552165.jpg?itok=rqT0OH5J,true,aura
1989,32nd Annual GRAMMY Awards  (1989),2017-11-28T00:03:45-08:00,2019-09-10T01:09:02-07:00,best bluegrass recording,the valley road,nitty gritty dirt band bruce hornsby,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Nitty%2BGritty%2BDirt%2BBand/Nitty%2520Gritty%2520Dirt%2520Band_1_1_1581551913.jpg?itok=P7PuPqUN,true,the valley road
1989,32nd Annual GRAMMY Awards  (1989),2017-11-28T00:03:45-08:00,2019-09-10T01:09:02-07:00,best country song,after all this time,,"Rodney Crowell, songwriter (Rodney Crowell)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Rodney%2BCrowell/Rodney%2520Crowell_1_1_1584699184.jpg?itok=BDnuSnMN,true,after all this time
1989,32nd Annual GRAMMY Awards  (1989),2017-11-28T00:03:45-08:00,2019-09-10T01:09:02-07:00,best traditional blues recording,im in the mood,bonnie raitt john lee hooker,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Bonnie%2BRaitt/Bonnie%2520Raitt_1_1_1581551760.jpg?itok=3VdTUqfR,true,im in the mood
1989,32nd Annual GRAMMY Awards  (1989),2017-11-28T00:03:45-08:00,2019-09-10T01:09:02-07:00,best contemporary blues recording,in step,stevie ray vaughan double trouble,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Stevie%2BRay%2BVaughan/Stevie%2520Ray%2520Vaughan_1_1_1581553639.jpg?itok=gJ_spCvY,true,in step
1989,32nd Annual GRAMMY Awards  (1989),2017-11-28T00:03:45-08:00,2019-09-10T01:09:02-07:00,best traditional folk recording,le mystere des voix bulgares vol ii,bulgarian state female vocal choir,,,true,le mystere des voix bulgares vol ii
1989,32nd Annual GRAMMY Awards  (1989),2017-11-28T00:03:45-08:00,2019-09-10T01:09:02-07:00,best contemporary folk recording,indigo girls,indigo girls,,,true,indigo girls
1989,32nd Annual GRAMMY Awards  (1989),2017-11-28T00:03:45-08:00,2019-09-10T01:09:02-07:00,best polka recording,all in my love for you,jimmy sturr,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Jimmy%2BSturr/Jimmy%2520Sturr_1_1_1597168389.jpg?itok=bCBNVLi2,true,all in my love for you
1989,32nd Annual GRAMMY Awards  (1989),2017-11-28T00:03:45-08:00,2019-09-10T01:09:02-07:00,best reggae recording,one bright day,ziggy marley the melody makers,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Ziggy%2BMarley/Ziggy%2520Marley_1_1_1578385064.jpg?itok=B83Wyv27,true,one bright day
1989,32nd Annual GRAMMY Awards  (1989),2017-11-28T00:03:45-08:00,2019-09-10T01:09:02-07:00,best recording for children,the rockabye collection vol 1,tanya goodman,,,true,the rockabye collection vol 1
1989,32nd Annual GRAMMY Awards  (1989),2017-11-28T00:03:45-08:00,2019-09-10T01:09:02-07:00,best comedy recording,pdq bach 1712 overture other musical assaults,peter schickele,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Peter%2BSchickele/Peter%2520Schickele_1_1_1581560645.jpg?itok=pBHcw9SK,true,pdq bach 1712 overture other musical assaults
1989,32nd Annual GRAMMY Awards  (1989),2017-11-28T00:03:45-08:00,2019-09-10T01:09:02-07:00,best spoken word or nonmusical recording,its always something,gilda radner,,,true,its always something
1989,32nd Annual GRAMMY Awards  (1989),2017-11-28T00:03:45-08:00,2019-09-10T01:09:02-07:00,best song written specifically for a motion picture or television,let the river run from working girl,carly simon songwriter carly simon,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Carly%2BSimon/Carly%2520Simon_1_1_1596101027.jpg?itok=5-Vxcd04,true,let the river run from working girl
1989,32nd Annual GRAMMY Awards  (1989),2017-11-28T00:03:45-08:00,2019-09-10T01:09:02-07:00,best engineered recording nonclassical,cry like a rainstorm howl like the wind,,"George Massenburg, engineer (Linda Ronstadt)",,true,cry like a rainstorm howl like the wind
1989,32nd Annual GRAMMY Awards  (1989),2017-11-28T00:03:45-08:00,2019-09-10T01:09:02-07:00,best opera recording,wagner die walkuere,,"Hildegard Behrens, Gary Lakes, Christa Ludwig, Kurt Moll, James Morris & Jessye Norman; James Levine, conductor; Cord Garben, producer (Metropolitan Opera Orchestra)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Christa%2BLudwig/Christa%2520Ludwig_1_1_1597173981.jpg?itok=Co2N7lvt,true,wagner die walkuere
1989,32nd Annual GRAMMY Awards  (1989),2017-11-28T00:03:45-08:00,2019-09-10T01:09:02-07:00,best engineered recording classical,britten war requiem,,"Jack Renner, engineer (Robert Shaw, conductor)",,true,britten war requiem
1988,31st Annual GRAMMY Awards  (1988),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,record of the year,dont worry be happy,bobby mcferrin,"Linda Goldstein, producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Bobby%2BMcFerrin/Bobby%2520McFerrin_1_1_1575365223.jpg?itok=KTGGWtEl,true,dont worry be happy
1988,31st Annual GRAMMY Awards  (1988),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,song of the year,dont worry be happy,,"Bobby McFerrin, songwriter (Bobby McFerrin)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Bobby%2BMcFerrin/Bobby%2520McFerrin_1_1_1575365223.jpg?itok=KTGGWtEl,true,dont worry be happy
1988,31st Annual GRAMMY Awards  (1988),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,best rhythm blues song,giving you the best that i got,,"Anita Baker, Randy Holland & Skip Scarborough, songwriters (Anita Baker)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Anita%2BBaker/Anita%2520Baker_1_1_1597743890.jpg?itok=FUWd9QJc,true,giving you the best that i got
1988,31st Annual GRAMMY Awards  (1988),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,best jazz instrumental performance soloist on a jazz recording,dont try this at home,,"Michael Brecker, soloist",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Michael%2BBrecker/Michael%2520Brecker_1_1_1581612049.jpg?itok=3EO45f-k,true,dont try this at home
1988,31st Annual GRAMMY Awards  (1988),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,best bluegrass recording vocal or instrumental,southern flavor,bill monroe,,,true,southern flavor
1988,31st Annual GRAMMY Awards  (1988),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,best country song,hold me,,"K.T. Oslin, songwriter (K.T. Oslin)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/K.T.%2BOslin/K.T.%2520Oslin_1_1_1581628553.jpg?itok=J50yzazW,true,hold me
1988,31st Annual GRAMMY Awards  (1988),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,best traditional blues recording,hidden charms,willie dixon,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Willie%2BDixon/Willie%2520Dixon_1_1_1597166233.jpg?itok=pPm5UTwZ,true,hidden charms
1988,31st Annual GRAMMY Awards  (1988),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,best contemporary blues recording,dont be afraid of the dark,the robert cray band,,,true,dont be afraid of the dark
1988,31st Annual GRAMMY Awards  (1988),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,best traditional folk recording,folkways a vision shared a tribute to woody guthrie leadbelly,various artists,,,true,folkways a vision shared a tribute to woody guthrie leadbelly
1988,31st Annual GRAMMY Awards  (1988),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,best song written specifically for a motion picture or television,two hearts from buster,phil collins lamont dozier songwriters phil collins,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Phil%2BCollins/Phil%2520Collins_1_1_1596706545.jpg?itok=MQR7SHdv,true,two hearts from buster
1988,31st Annual GRAMMY Awards  (1988),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,best engineered recording nonclassical,roll with it,,"Tom Lord-Alge, engineer (Steve Winwood)",,true,roll with it
1988,31st Annual GRAMMY Awards  (1988),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,best orchestral recording,rorem string symphony; sunday morning; eagles,,"Louis Lane & Robert Shaw, conductors (Atlanta Symphony Orchestra)",,true,rorem string symphony; sunday morning; eagles
1988,31st Annual GRAMMY Awards  (1988),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,best opera recording,wagner lohengrin,,"Placido Domingo, Dietrich Fischer-Dieskau, Siegmund Nimsgern, Jessye Norman, Eva Randova & Hans Sotin; Georg Solti, conductor; Christopher Raeburn, producer (Vienna State Opera Orchestra)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Placido%2BDomingo/Placido%2520Domingo_1_1_1591693620.jpg?itok=lD94G-Wv,true,wagner lohengrin
1988,31st Annual GRAMMY Awards  (1988),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,best engineered recording classical,verdi requiem operatic choruses,,"Jack Renner, engineer (Robert Shaw, conductor)",,true,verdi requiem operatic choruses
1987,30th Annual GRAMMY Awards  (1987),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,record of the year,graceland,paul simon,"Paul Simon, producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Paul%2BSimon/Paul%2520Simon_1_1_1578385319.jpg?itok=H2xb3gsd,true,graceland
1987,30th Annual GRAMMY Awards  (1987),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,song of the year,somewhere out there,,"James Horner, Barry Mann & Cynthia Weil, songwriters (Linda Ronstadt & James Ingram)",,true,somewhere out there
1987,30th Annual GRAMMY Awards  (1987),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,best rhythm blues song,lean on me,,"Bill Withers, songwriter (Club Nouveau)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Bill%2BWithers/Bill%2520Withers_1_1_1575364519.jpg?itok=uzujWDSf,true,lean on me
1987,30th Annual GRAMMY Awards  (1987),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,best country song,forever and ever amen,,"Paul Overstreet & Don Schlitz, songwriters (Randy Travis)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Paul%2BOverstreet/Paul%2520Overstreet_1_1_1580750765.jpg?itok=rBn2rqFU,true,forever and ever amen
1987,30th Annual GRAMMY Awards  (1987),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,best traditional blues recording,houseparty new orleans style,professor longhair,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Professor%2BLonghair/Professor%2520Longhair_1_1_1597164919.jpg?itok=pqnh9tL1,true,houseparty new orleans style
1987,30th Annual GRAMMY Awards  (1987),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,best contemporary blues recording,strong persuader,the robert cray band,,,true,strong persuader
1987,30th Annual GRAMMY Awards  (1987),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,best traditional folk recording,shaka zulu,ladysmith black mambazo,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Ladysmith%2BBlack%2BMambazo/Ladysmith%2520Black%2520Mambazo_1_1_1585147865.jpg?itok=GRzbQUPR,true,shaka zulu
1987,30th Annual GRAMMY Awards  (1987),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,best contemporary folk recording,unfinished business,steve goodman,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Steve%2BGoodman/Steve%2520Goodman_1_1_1581551713.jpg?itok=n5F3B_wZ,true,unfinished business
1987,30th Annual GRAMMY Awards  (1987),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,best polka recording,a polka just for me,jimmy sturr,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Jimmy%2BSturr/Jimmy%2520Sturr_1_1_1597168389.jpg?itok=bCBNVLi2,true,a polka just for me
1987,30th Annual GRAMMY Awards  (1987),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,best reggae recording,no nuclear war,peter tosh,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Peter%2BTosh/Peter%2520Tosh_1_1_1597220933.jpg?itok=FXgptQht,true,no nuclear war
1987,30th Annual GRAMMY Awards  (1987),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,best recording for children,the elephants child,bobby mcferrin jack nicholson,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Bobby%2BMcFerrin/Bobby%2520McFerrin_1_1_1575365223.jpg?itok=KTGGWtEl,true,the elephants child
1987,30th Annual GRAMMY Awards  (1987),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,best comedy recording,a night at the met,robin williams,,,true,a night at the met
1987,30th Annual GRAMMY Awards  (1987),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,best spoken word or nonmusical recording,lake wobegon days,garrison keillor,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Garrison%2BKeillor/Garrison%2520Keillor_1_1_1581557704.jpg?itok=hdcnb7N-,true,lake wobegon days
1987,30th Annual GRAMMY Awards  (1987),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,best song written specifically for a motion picture or television,somewhere out there from an american tail,james horner barry mann cynthia weil songwriters linda ronstadt james ingram,,,true,somewhere out there from an american tail
1987,30th Annual GRAMMY Awards  (1987),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,best engineered recording nonclassical,bad,,"Humberto Gatica & Bruce Swedien, engineers (Michael Jackson)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Bruce%2BSwedien/Bruce%2520Swedien_1_1_1581617626.jpg?itok=FVbai9Dl,true,bad
1987,30th Annual GRAMMY Awards  (1987),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,best orchestral recording,beethoven symphony no 9 in d minor,,"Georg Solti, conductor (Chicago Symphony Orchestra)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/georgsolti-spotlight-78824961.png?itok=rNrB7-r2,true,beethoven symphony no 9 in d minor
1987,30th Annual GRAMMY Awards  (1987),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,best opera recording,r strauss ariadne auf naxos,,"Agnes Baltsa, Kathleen Battle, Gary Lakes, Hermann Prey & Anna Tomowa-Sintow; James Levine, conductor; Cord Garben, producer (Vienna Philharmonic Orchestra)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Kathleen%2BBattle/Kathleen%2520Battle_1_1_1581633027.jpg?itok=TzaAQd4j,true,r strauss ariadne auf naxos
1987,30th Annual GRAMMY Awards  (1987),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,best engineered recording classical,faure requiemdurufle requiem,,"Jack Renner, engineer (Robert Shaw, conductor)",,true,faure requiemdurufle requiem
1986,29th Annual GRAMMY Awards  (1986),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,record of the year,higher love,steve winwood,"Russ Titelman & Steve Winwood, producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Steve%2BWinwood/Steve%2520Winwood_1_1_1596799256.jpg?itok=Xc1PcPBM,true,higher love
1986,29th Annual GRAMMY Awards  (1986),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,song of the year,thats what friends are for,,"Burt Bacharach & Carole Bayer Sager, songwriters (Dionne Warwick, Elton John, Gladys Knight & Stevie Wonder)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Burt%2BBacharach/Burt%2520Bacharach_1_1_1591113039.jpg?itok=N0i73S23,true,thats what friends are for
1986,29th Annual GRAMMY Awards  (1986),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best new age recording,down to the moon,andreas vollenweider,,,true,down to the moon
1986,29th Annual GRAMMY Awards  (1986),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best rhythm blues song,sweet love,,"Anita Baker, Gary Bias & Louis A. Johnson, songwriters (Anita Baker)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Anita%2BBaker/Anita%2520Baker_1_1_1597743890.jpg?itok=FUWd9QJc,true,sweet love
1986,29th Annual GRAMMY Awards  (1986),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best country song,grandpa tell me bout the good old days,,"Jamie O'Hara, songwriter (The Judds)",,true,grandpa tell me bout the good old days
1986,29th Annual GRAMMY Awards  (1986),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best traditional blues recording,showdown,robert cray albert collins johnny copeland,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Robert%2BCray/Robert%2520Cray_1_1_1576349647.jpg?itok=oN1m_QUH,true,showdown
1986,29th Annual GRAMMY Awards  (1986),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best traditional folk recording,riding the midnight train,doc watson,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Doc%2BWatson/Doc%2520Watson_1_1_1581561835.jpg?itok=7xnqBiAY,true,riding the midnight train
1986,29th Annual GRAMMY Awards  (1986),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best contemporary folk recording,tribute to steve goodman,al bunetta dan einstein hank neuberger producers; arlo guthrie john hartford richie havens bonnie koloc nitty gritty dirt band john prine and others,,,true,tribute to steve goodman
1986,29th Annual GRAMMY Awards  (1986),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best polka recording,another polka celebration,eddie blazonczyks versatones,,,true,another polka celebration
1986,29th Annual GRAMMY Awards  (1986),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best polka recording,i remember warsaw,jimmy sturr his orchestra,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Jimmy%2BSturr/Jimmy%2520Sturr_1_1_1597168389.jpg?itok=bCBNVLi2,true,i remember warsaw
1986,29th Annual GRAMMY Awards  (1986),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best reggae recording,babylon the bandit,steel pulse,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Steel%2BPulse/Steel%2520Pulse_1_1_1580335395.jpg?itok=Hn60-Yp1,true,babylon the bandit
1986,29th Annual GRAMMY Awards  (1986),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best recording for children,the alphabet,the sesame street muppets,,,true,the alphabet
1986,29th Annual GRAMMY Awards  (1986),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best comedy recording,those of you with or without children youll understand,bill cosby,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Bill%2BCosby/Bill%2520Cosby_1_1_1597331692.jpg?itok=hHQJAkRP,true,those of you with or without children youll understand
1986,29th Annual GRAMMY Awards  (1986),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best spoken word or nonmusical recording,interviews from the class of 55 recording sessions,johnny cash carl perkins jerry lee lewis roy orbison sam phillips rick nelson chips moman,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Johnny%2BCash/Johnny%2520Cash_1_1_1581553523.jpg?itok=M0sTVaoF,true,interviews from the class of 55 recording sessions
1986,29th Annual GRAMMY Awards  (1986),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best engineered recording nonclassical,back in the high life,,"Jason Corsaro & Tom Lord-Alge, engineers (Steve Winwood)",,true,back in the high life
1986,29th Annual GRAMMY Awards  (1986),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best classical orchestral recording,liszt a faust symphony,,"Georg Solti, conductor (Chicago Symphony Orchestra)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/georgsolti-spotlight-78824961.png?itok=rNrB7-r2,true,liszt a faust symphony
1986,29th Annual GRAMMY Awards  (1986),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best opera recording,bernstein candide,,"James Billings, Joyce Castle, Maris Clement, David Eisler, Jack Harrold, John Lankston, Erie Mills & Scott Reeve; John Mauceri, conductor; Elizabeth Ostrow, producer (New York City Opera Orchestra)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/John%2BMauceri/John%2520Mauceri_1_1_1597170105.jpg?itok=-X-sQh_b,true,bernstein candide
1986,29th Annual GRAMMY Awards  (1986),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best engineered recording classical,horowitz the studio recordings new york 1985,,"Paul Goodman, engineer (Vladimir Horowitz, piano)",,true,horowitz the studio recordings new york 1985
1985,28th Annual GRAMMY Awards  (1985),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,record of the year,we are the world,usa for africa various artists,"Quincy Jones, producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Quincy%2BJones/Quincy%2520Jones_1_1_1596789836.jpg?itok=54PdILuC,true,we are the world
1985,28th Annual GRAMMY Awards  (1985),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,song of the year,we are the world,,"Michael Jackson & Lionel Richie, songwriters (USA For Africa - Various Artists)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Michael%2BJackson/Michael%2520Jackson_1_1_1584089273.jpg?itok=8N4Ineev,true,we are the world
1985,28th Annual GRAMMY Awards  (1985),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,best rhythm blues song,freeway of love,,"Jeffrey Cohen & Narada Michael Walden, songwriters (Aretha Franklin)",,true,freeway of love
1985,28th Annual GRAMMY Awards  (1985),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,best country song,highwayman,,"Jimmy L. Webb, songwriter (Waylon Jennings, Willie Nelson, Johnny Cash & Kris Kristofferson)",,true,highwayman
1985,28th Annual GRAMMY Awards  (1985),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,best traditional blues recording,my guitar sings the blues,bb king,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/bbking-spotlight-166779471.png?itok=TaNC-gCJ,true,my guitar sings the blues
1985,28th Annual GRAMMY Awards  (1985),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,best ethnic or traditional folk recording,my toot toot,rockin sidney,,,true,my toot toot
1985,28th Annual GRAMMY Awards  (1985),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,best polka recording,70 years of hits,frank yankovic,,,true,70 years of hits
1985,28th Annual GRAMMY Awards  (1985),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,best reggae recording,cliff hanger,jimmy cliff,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Jimmy%2BCliff/Jimmy%2520Cliff_1_1_1581553673.jpg?itok=MvguXNBH,true,cliff hanger
1985,28th Annual GRAMMY Awards  (1985),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,best recording for children,follow that bird original motion picture soundtrack,jim hensons muppets the sesame street cast,,,true,follow that bird original motion picture soundtrack
1985,28th Annual GRAMMY Awards  (1985),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,best comedy recording,whoopi goldberg original broadway show recording,whoopi goldberg,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Whoopi%2BGoldberg/Whoopi%2520Goldberg_1_1_1581563075.jpg?itok=153TId9O,true,whoopi goldberg original broadway show recording
1985,28th Annual GRAMMY Awards  (1985),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,best spoken word or nonmusical recording,ma raineys black bottom,original broadway cast,,,true,ma raineys black bottom
1985,28th Annual GRAMMY Awards  (1985),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,best engineered recording non classical,brothers in arms,,"Neil Dorfsman, engineer (Dire Straits)",,true,brothers in arms
1985,28th Annual GRAMMY Awards  (1985),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,best classical orchestral recording,faure pelleas et melisande,,"Robert Shaw, conductor (Atlanta Symphony Orchestra)",,true,faure pelleas et melisande
1985,28th Annual GRAMMY Awards  (1985),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,best opera recording,schoenberg moses und aron,,"Philip Langridge & Franz Mazura; Georg Solti, conductor; James Mallinson, producer (Chicago Symphony Chorus; Chicago Symphony Orchestra)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Philip%2BLangridge/Philip%2520Langridge_1_1_1597165258.jpg?itok=QM5pDvY4,true,schoenberg moses und aron
1985,28th Annual GRAMMY Awards  (1985),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,best engineered recording classical,berlioz requiem,,"Jack Renner, engineer (Robert Shaw, conductor)",,true,berlioz requiem
